index,Gender,Race,Age,Created Date,Mailing Zip/Postal Code,Domestic,Country,State,Program,Status,Index
1259,Female,White,31,1/15/2023,84115-2227,Domestic,United States,Utah,Creative Writing (MFA) Camden,Complete App,1260
1260,Female,None Listed,21,11/9/2022,84121-1942,Domestic,United States,Utah,English (MA),Started App,1261
1261,Male,Black or African American,22,12/4/2022,23220-4271,Domestic,United States,Virginia,Psychology: Psychological Sciences (MA),Complete App,1262
1262,Female,White,22,4/19/2022,05201-6003,Domestic,United States,Vermont,English (MA),Started App,1263
1263,Male,Asian,23,2/2/2023,22201,International,United States,Virginia,Biology: Computational and Integrative (PHD),Denied,1264
1264,Female,Black or African American,24,10/24/2022,22901-1688,Domestic,United States,Virginia,Childhood Studies (PHD),Started App,1265
1265,Female,White,21,11/2/2022,22642-5137,Domestic,United States,Virginia,"History (American, Global, Public) (MA)",Admit,1266
1266,Female,Black or African American,48,1/29/2023,24529-2111,Domestic,United States,Virginia,Liberal Studies (MA),Submitted App,1267
1267,Female,White,24,12/2/2022,22203-2174,Domestic,United States,Virginia,Prevention Science (PHD),Started App,1268
1268,Female,White,21,9/7/2022,20175-8910,Domestic,United States,Virginia,Psychology: Psychological Sciences (MA),Admit,1269
1269,Female,Asian,28,12/22/2022,22191-3124,Domestic,United States,Virginia,Public Affairs/Community Development (MS),Started App,1270
1270,Female,White,21,3/6/2023,98103,Domestic,United States,Washington,Psychology: Psychological Sciences (MA),Started App,1271
1271,Male,Asian,25,12/17/2022,53511-5509,International,United States,Wisconsin,Creative Writing (MFA) Camden,Started App,1272
1272,Male,White,22,12/14/2022,54301-1542,Domestic,United States,Wisconsin,Creative Writing (MFA) Camden,Complete App,1273
1273,Male,White,24,1/3/2023,53044-1605,Domestic,United States,Wisconsin,Creative Writing (MFA) Camden,Complete App,1274
1274,Female,Asian,22,5/9/2022,53711,International,United States,Wisconsin,English (MA),Complete App,1275
1275,Male,None Listed,23,3/3/2023,11374,Domestic,United States,None Listed,Biology (MS),Complete App,1276
1276,Male,Asian,23,1/27/2023,45056,International,United States,None Listed,Business and Science - Computer and Information Sciences (MBS) Camden,Admit,1277
1277,Female,White,34,2/22/2023,8210,Domestic,United States,None Listed,Criminal Justice (MA),Started App,1278
1278,Male,Asian,26,1/18/2022,19106,International,United States,None Listed,Data Science (MS),Started App,1279
1279,Female,None Listed,23,9/24/2022,54937,Domestic,United States,None Listed,Data Science (MS),Started App,1280
1280,Female,Black or African American,26,2/24/2023,87701,International,United States,None Listed,Prevention Science (PHD),Complete App,1281
1281,Female,White,21,3/6/2023,24141,Domestic,United States,None Listed,Psychology: Psychological Sciences (MA),Started App,1282
1282,Female,Black or African American,26,2/17/2023,87701,International,United States,None Listed,Psychology: Psychological Sciences (MA),Complete App,1283
1283,Female,Black or African American,27,2/28/2023,19121,Domestic,United States,None Listed,Public Administration - On Campus (MPA),Started App,1284
1284,Female,Black or African American,25,2/24/2023,263,International,Zimbabwe,Harare,Psychology: Psychological Sciences (MA),Admit-Coming,1285
1285,Male,Black or African American,26,2/27/2023,,International,Zimbabwe,Masvingo,English (MA),Complete App,1286
1286,Male,White,29,2/22/2023,,Domestic,None Listed,None Listed,Prevention Science (PHD),Complete App,1287
